bug_id,creation_date,product_name,component_name,environment,severity_rating,priority,target_role,escalation_level,confidence_score
DOXYGEN-135889,2004-03-01,Other,general,unknown,2,low,Software Developer,Standard queue,0.6580116040553624
GTK+-150607,2004-08-20,GTK+,Class: UIManager / Actions,unknown,3,low,Systems Developer,Same-day review,0.5751397000406218
EVOLUTION-264024,2004-08-25,EVOLUTION,Contacts,unknown,1,low,Software Developer,Standard queue,0.7478781129813566
GNOME-VFS-306143,2005-06-01,Other,MIME data,unknown,3,low,Systems Developer,Same-day review,0.9312007929520758
GNOME-APPLETS-132289,2004-01-23,GNOME-APPLETS,modemlights,unknown,2,low,Software Developer,Standard queue,0.4602993228666836
BIGBOARD-527613,2008-04-11,Other,general,unknown,2,low,Software Developer,Standard queue,0.7410198805037772
BANSHEE-400840,2007-01-25,Other,general,unknown,3,low,Software Developer,Same-day review,0.9207559736820758
DOXYGEN-156631,2004-10-27,Other,general,unknown,2,low,Software Developer,Standard queue,0.49223705401732487
GTK+-85703,2002-06-17,GTK+,[obsolete] multihead,unknown,2,low,Software Developer,Standard queue,0.5219489838745365
GNOME-APPLETS-149982,2004-08-12,GNOME-APPLETS,gweather,unknown,2,low,Software Developer,Standard queue,0.6076645124746285
GTK+-437281,2007-05-09,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.47563585142139975
TOTEM-145367,2004-07-04,TOTEM,general,unknown,2,low,Software Developer,Standard queue,0.4492250138964278
GEDIT-546435,2008-08-05,Other,general,unknown,3,low,Software Developer,Same-day review,0.9198869652146684
TRACKER-620556,2010-06-04,Other,General,unknown,2,low,Software Developer,Standard queue,0.4885953362458346
ANJUTA-500296,2007-11-28,Other,plugins: glade,unknown,1,low,Software Developer,Standard queue,0.7640344922177688
TRACKER-495201,2007-11-09,Other,Preferences,unknown,2,low,Software Developer,Standard queue,0.4842115103730504
YELP-452323,2007-06-29,Other,General,unknown,2,low,Software Developer,Standard queue,0.4446332137321734
NETWORKMANAGER-471608,2007-08-29,Other,nm-applet,unknown,2,low,Software Developer,Standard queue,0.6848873423091163
GTK+-91597,2002-08-24,GTK+,Backend: Win32,unknown,1,low,Backend Developer,Standard queue,0.6928203422489799
LIBGNOME-112176,2003-05-03,Other,general,unknown,3,low,Software Developer,Same-day review,0.6532447041616501
GSTREAMER-163348,2005-01-08,GSTREAMER,gst-plugins,unknown,3,low,Systems Developer,Same-day review,0.6992555064749362
EVOLUTION-254807,2004-02-24,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.5825169090809117
GTK+-84244,2002-06-05,GTK+,.General,unknown,2,low,Software Developer,Standard queue,0.48525370030474424
SABAYON-400681,2007-01-25,Other,general,unknown,1,low,Software Developer,Standard queue,0.4725791232974285
WEBSITE-343291,2006-05-29,Other,developer.gnome.org,unknown,2,low,Software Developer,Standard queue,0.4772785472556886
GNOME-APPLETS-344393,2006-06-09,GNOME-APPLETS,cpufreq,unknown,2,low,Software Developer,Standard queue,0.5836575825327996
EVOLUTION-206356,2001-08-04,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.45425244762591566
EPIPHANY-126663,2003-11-10,EPIPHANY,General,unknown,2,low,Software Developer,Standard queue,0.6494953084713956
F-SPOT-402849,2007-01-31,Other,General,unknown,1,low,Software Developer,Standard queue,0.7914775057189372
F-SPOT-356242,2006-09-16,Other,General,unknown,3,low,Software Developer,Same-day review,0.4837769324392111
EVOLUTION-214270,2001-11-01,EVOLUTION,Mailer,unknown,1,low,Frontend Developer,Standard queue,0.46947027785017004
GDM-508169,2008-01-08,Other,general,unknown,2,low,Software Developer,Standard queue,0.48529294245473664
GNUMERIC-319465,2005-10-22,GNUMERIC,General,unknown,3,low,Software Developer,Same-day review,0.8826430583005332
EVOLUTION-211095,2001-09-27,EVOLUTION,Shell,unknown,2,low,Software Developer,Standard queue,0.6943763900510628
BONOBO-ACTIVATION_[WAS:_OAF]-95248,2002-10-09,Other,general,unknown,1,low,Software Developer,Standard queue,0.6399331975066213
PAN-91213,2002-08-20,PAN,general,unknown,1,low,Software Developer,Standard queue,0.4427941817541006
EVOLUTION-220305,2002-02-10,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.43445576509244976
BUGZILLA.GNOME.ORG-138826,2004-04-02,Other,layout,unknown,1,low,Frontend Developer,Standard queue,0.6600120823960681
GNOME-VFS-126027,2003-11-02,Other,Docs,unknown,2,low,Software Developer,Standard queue,0.48415634622777387
LIBGLADEMM-101671,2002-12-20,Other,general,unknown,2,low,Software Developer,Standard queue,0.46048484417633034
GNOME-SYSTEM-TOOLS-300226,2005-04-11,Other,network-admin,unknown,3,low,Backend Developer,Same-day review,0.9343864919743934
GNOME-VFS-313474,2005-08-14,Other,Other,unknown,3,low,Software Developer,Same-day review,0.4772423909577401
EVOLUTION-205890,2001-07-31,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.4333225408275215
GTK+-143011,2004-05-23,GTK+,Widget: GtkFileChooser,unknown,3,low,Systems Developer,Same-day review,0.45490421723428376
GLIB-487491,2007-10-17,GLIB,general,unknown,2,low,Software Developer,Standard queue,0.8397042853649908
GNOME-APPLETS-133158,2004-02-01,GNOME-APPLETS,wireless-applet,unknown,2,low,Software Developer,Standard queue,0.6711684328607754
GSTREAMER-151410,2004-08-30,GSTREAMER,gst-plugins,unknown,3,low,Systems Developer,Same-day review,0.606497822377424
EPIPHANY-EXTENSIONS-301792,2005-04-24,Other,build infrastructure,unknown,2,low,DevOps Engineer,Standard queue,0.44310042755734114
XCHAT-GNOME-325487,2006-01-02,Other,general,unknown,2,low,Software Developer,Standard queue,0.47115368364036614
RHYTHMBOX-308022,2005-06-17,RHYTHMBOX,User Interface,unknown,1,low,Frontend Developer,Standard queue,0.8697291764227087
EPIPHANY-350997,2006-08-12,EPIPHANY,"Passwords, Cookies, & Certificates",unknown,2,low,Software Developer,Standard queue,0.48463924279323356
EVOLUTION-201350,2001-02-13,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.6149094523908033
EVOLUTION-251551,2003-12-01,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.46313558009608236
DIA-470926,2007-08-28,Other,exports,unknown,2,low,Software Developer,Standard queue,0.45402723949886264
GNUMERIC-135621,2004-02-27,GNUMERIC,Charting,unknown,1,low,Software Developer,Standard queue,0.5339390327958176
VTE-412717,2007-02-27,Other,general,unknown,3,low,Software Developer,Same-day review,0.8441472395813505
GTKMM-91033,2002-08-17,Other,build,unknown,2,low,DevOps Engineer,Standard queue,0.6513960164344349
GFTP-142214,2004-05-09,Other,general,unknown,2,low,Software Developer,Standard queue,0.5091629463032116
GIMP-113240,2003-05-18,GIMP,General,unknown,1,low,Software Developer,Standard queue,0.765320751376439
EVOLUTION-225187,2002-05-23,EVOLUTION,general,unknown,2,low,Software Developer,Standard queue,0.6298302419740118
GTK+-98343,2002-11-12,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.44608162049434535
GNOME-VFS-130159,2003-12-29,Other,Module: file,unknown,1,low,Software Developer,Standard queue,0.7823160089281509
DOXYGEN-318618,2005-10-11,Other,general,unknown,2,low,Software Developer,Standard queue,0.48243406978705494
GNOME-PANEL-362427,2006-10-15,GNOME-PANEL,panel,unknown,2,low,Software Developer,Standard queue,0.7340454273042718
BUGZILLA.GNOME.ORG-324721,2005-12-21,Other,general,unknown,2,low,Software Developer,Standard queue,0.44229821015714554
GNOME-KEYRING-MANAGER-141632,2004-05-02,Other,general,unknown,2,low,Software Developer,Standard queue,0.4738205941632765
GLADE-156416,2004-10-25,Other,general,unknown,2,low,Software Developer,Standard queue,0.4830545453482967
EVOLUTION-523327,2008-03-19,EVOLUTION,Tasks,unknown,1,low,Software Developer,Standard queue,0.8537042488338051
SOUND-JUICER-417362,2007-03-12,Other,metadata,unknown,2,low,Software Developer,Standard queue,0.8499597264912442
GNOME-PANEL-116092,2003-06-27,GNOME-PANEL,general,unknown,2,low,Software Developer,Standard queue,0.5929563115611848
EVOLUTION-DATA-SERVER-506457,2007-12-30,Other,Calendar,unknown,3,low,Systems Developer,Same-day review,0.9060471920997278
XCHAT-GNOME-404793,2007-02-05,Other,general,unknown,2,low,Software Developer,Standard queue,0.49646053824925146
NETWORKMANAGER-328295,2006-01-23,Other,general,unknown,3,low,Software Developer,Same-day review,0.8254969814099251
GLIB-417068,2007-03-11,GLIB,docs,unknown,2,low,Software Developer,Standard queue,0.9236464493745808
GSTREAMER-735626,2014-08-28,GSTREAMER,gst-plugins-good,unknown,2,low,Software Developer,Standard queue,0.8299575892372951
EVOLUTION-221888,2002-03-14,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.9189994646931574
DIA-58882,2001-08-12,Other,general,unknown,3,low,Software Developer,Same-day review,0.5180850677866772
GLIB-116921,2003-07-07,GLIB,gobject,unknown,2,low,Software Developer,Standard queue,0.4505664956458301
ANJUTA-492952,2007-11-03,Other,unknown,unknown,2,low,Software Developer,Standard queue,0.730997092320884
EVOLUTION-345331,2006-06-19,EVOLUTION,general,unknown,3,low,Software Developer,Same-day review,0.8960561196466643
LIBRSVG-145426,2004-07-05,Other,general,unknown,3,low,Software Developer,Same-day review,0.49579774694440903
GNOME-CORE-30763,2000-11-04,Other,panel,unknown,2,low,Software Developer,Standard queue,0.542702753206892
GIMP-473998,2007-09-05,GIMP,Plugins,unknown,2,low,Software Developer,Standard queue,0.6923825270699809
GNOME-VFS-81076,2002-05-07,Other,Other,unknown,2,low,Software Developer,Standard queue,0.6858390667227665
NAUTILUS-373760,2006-11-11,NAUTILUS,general,unknown,1,low,Software Developer,Standard queue,0.8843396367613602
EVOLUTION-236245,2003-01-02,EVOLUTION,general,unknown,2,low,Software Developer,Standard queue,0.6438751465478131
GTK+-671025,2012-02-29,GTK+,Backend: X11,unknown,2,low,Backend Developer,Standard queue,0.4324293677849978
TOMBOY-316082,2005-09-12,Other,General,unknown,1,low,Software Developer,Standard queue,0.451892729613574
EVOLUTION-209425,2001-09-10,EVOLUTION,Calendar,unknown,1,low,Software Developer,Standard queue,0.637595071097482
EVOLUTION-DATA-SERVER-682102,2012-08-17,Other,general,unknown,2,low,Software Developer,Standard queue,0.666994940263355
GIMP-WEB-112212,2003-05-04,Other,www.gimp.org,unknown,2,low,Software Developer,Standard queue,0.6115562672469412
GNOME-KEYRING-166797,2005-02-09,Other,general,unknown,2,low,Software Developer,Standard queue,0.6031367741396348
GSTREAMER-142819,2004-05-20,GSTREAMER,documentation,unknown,1,low,Product Specialist,Standard queue,0.5847281518924773
GTK+-319985,2005-10-27,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.4609617234085081
GOK-108294,2003-03-13,Other,general,unknown,3,low,Software Developer,Same-day review,0.49682251885931394
EVOLUTION-200436,2000-07-17,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.4831821929803348
GNOME-CORE-33987,2000-12-02,Other,deskguide,unknown,2,low,Software Developer,Standard queue,0.48457913281072773
ORCA-376517,2006-11-18,Other,general,unknown,3,low,Software Developer,Same-day review,0.4337243485653499
GEDIT-168965,2005-03-02,Other,general,unknown,1,low,Software Developer,Standard queue,0.6127895167871795
GTK+-309462,2005-07-04,GTK+,Input Methods,unknown,2,low,Software Developer,Standard queue,0.4857788569130679
EVOLUTION-224934,2002-05-19,EVOLUTION,Developer Documentation,unknown,2,low,Product Specialist,Standard queue,0.45581190640896174
GNOME-PANEL-143034,2004-05-24,GNOME-PANEL,panel,unknown,2,low,Software Developer,Standard queue,0.8266974957795209
GDM-56654,2001-06-25,Other,general,unknown,2,low,Software Developer,Standard queue,0.6203205424465111
NAUTILUS-42211,2000-08-18,NAUTILUS,general,unknown,2,low,Software Developer,Standard queue,0.4611628655962787
GNOME-GAMES-SUPERSEDED-408439,2007-02-15,Other,gnome-sudoku,unknown,2,low,Software Developer,Standard queue,0.7263354442712429
GNOME-VFS-149996,2004-08-12,Other,File operations,unknown,2,low,Software Developer,Standard queue,0.6634164542170906
LIBBTCTL-343192,2006-05-28,Other,general,unknown,2,low,Software Developer,Standard queue,0.44256582480044004
ATK-168218,2005-02-23,Other,general,unknown,2,low,Software Developer,Standard queue,0.812142248493118
EVINCE-407099,2007-02-12,Other,PDF,unknown,2,low,Software Developer,Standard queue,0.4722623281935005
GNOME-CONTROL-CENTER-61111,2001-09-25,GNOME-CONTROL-CENTER,general,unknown,2,low,Software Developer,Standard queue,0.47064508460679777
GSTREAMER-120960,2003-08-29,GSTREAMER,gstreamer (core),unknown,3,low,Backend Developer,Same-day review,0.6136207919548806
RHYTHMBOX-451893,2007-06-28,RHYTHMBOX,Programmatic interfaces,unknown,2,low,Frontend Developer,Standard queue,0.44733354012654847
EVOLUTION-234711,2002-11-27,EVOLUTION,Contacts,unknown,3,low,Systems Developer,Same-day review,0.782669399165097
LIBRSVG-306494,2005-06-04,Other,general,unknown,1,low,Software Developer,Standard queue,0.4841740452441736
GEDIT-67037,2001-12-16,Other,general,unknown,3,low,Software Developer,Same-day review,0.4569169494385702
GNOME-APPLETS-330461,2006-02-08,GNOME-APPLETS,keyboard indicator (gswitchit),unknown,2,low,Software Developer,Standard queue,0.6329006560812968
GSTREAMER-338233,2006-04-12,GSTREAMER,gst-plugins-bad,unknown,2,low,Software Developer,Standard queue,0.6901281987899812
GNUMERIC-110892,2003-04-15,GNUMERIC,General,unknown,2,low,Software Developer,Standard queue,0.4895591640779754
DIA-99001,2002-11-19,Other,general,unknown,2,low,Software Developer,Standard queue,0.7949531122327895
BEAGLE-329750,2006-02-03,Other,General,unknown,2,low,Software Developer,Standard queue,0.4817597167864667
EVOLUTION-229273,2002-08-21,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.4796316264913091
ADWAITA-ICON-THEME-130664,2004-01-06,Other,general,unknown,2,low,Software Developer,Standard queue,0.5953997051255214
GTHUMB-453893,2007-07-05,Other,general,unknown,2,low,Software Developer,Standard queue,0.45460322593344615
EVOLUTION-206002,2001-08-01,EVOLUTION,Contacts,unknown,1,low,Software Developer,Standard queue,0.7868995370994738
GTRANSLATOR-122195,2003-09-13,Other,Build,unknown,2,low,DevOps Engineer,Standard queue,0.4750117851031028
GLIB-515052,2008-02-07,GLIB,gio,unknown,1,low,Software Developer,Standard queue,0.6160197762868962
PANGO-66174,2001-12-04,Other,general,unknown,2,low,Software Developer,Standard queue,0.5471670802213782
GSTREAMER-601242,2009-11-09,GSTREAMER,gst-plugins-good,unknown,2,low,Software Developer,Standard queue,0.7802773624681401
GIMP-MANUAL-660529,2011-09-29,Other,Website,unknown,2,low,Software Developer,Standard queue,0.4641314915507794
DAMNED-LIES-476337,2007-09-12,Other,general,unknown,2,low,Software Developer,Standard queue,0.5351626394380641
GNOME-VFS-44693,2000-11-11,Other,Module: http,unknown,2,low,Software Developer,Standard queue,0.5746699237930875
GNOME-COMMON-118479,2003-07-28,Other,general,unknown,2,low,Software Developer,Standard queue,0.4752987692654981
ANJUTA-513131,2008-01-30,Other,documentation,unknown,2,low,Product Specialist,Standard queue,0.8863499012200697
BUG-BUDDY-517514,2008-02-19,Other,general,unknown,2,low,Software Developer,Standard queue,0.7217353560682465
EOG-130946,2004-01-08,Other,general,unknown,1,low,Software Developer,Standard queue,0.48801434772497404
EVOLUTION-206743,2001-08-08,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.5175948471219797
EVOLUTION-238488,2003-02-21,EVOLUTION,general,unknown,1,low,Software Developer,Standard queue,0.4557571740025912
GSTREAMER-755850,2015-09-30,GSTREAMER,gst-plugins-bad,unknown,2,low,Software Developer,Standard queue,0.5054826775092232
GTK+-73855,2002-03-07,GTK+,Widget: Other,unknown,3,low,Systems Developer,Same-day review,0.6440932734423825
ESOUND-343182,2006-05-28,Other,general,unknown,2,low,Software Developer,Standard queue,0.6201299322729015
NAUTILUS-47306,2001-03-02,NAUTILUS,Views: List View,unknown,2,low,Software Developer,Standard queue,0.7230435385068238
GCONF-114985,2003-06-12,Other,BDB backend,unknown,2,low,Backend Developer,Standard queue,0.4808026489189275
EPIPHANY-441419,2007-05-26,EPIPHANY,Interface,unknown,2,low,Frontend Developer,Standard queue,0.7992555947636967
EVINCE-397065,2007-01-15,Other,PDF,unknown,3,low,Systems Developer,Same-day review,0.9509063347603373
GTK+-132170,2004-01-22,GTK+,Widget: GtkFileChooser,unknown,2,low,Software Developer,Standard queue,0.6636700069272262
GNOME-UTILS-350420,2006-08-08,Other,baobab,unknown,3,low,Systems Developer,Same-day review,0.8436792391928007
GEDIT-PLUGINS-354397,2006-09-05,Other,General,unknown,3,low,Software Developer,Same-day review,0.7115233514380785
NAUTILUS-128139,2003-11-28,NAUTILUS,File and Folder Operations,unknown,3,low,Systems Developer,Same-day review,0.4559722568431731
PANGO-325026,2005-12-26,Other,general,unknown,2,low,Software Developer,Standard queue,0.5281331991366996
BALSA-561875,2008-11-21,Other,general,unknown,2,low,Software Developer,Standard queue,0.46593792856207233
GTK+-339702,2006-04-25,GTK+,Printing,unknown,2,low,Software Developer,Standard queue,0.45046516074743626
GNOME-PANEL-171886,2005-03-28,GNOME-PANEL,panel,unknown,2,low,Software Developer,Standard queue,0.4663629529253172
GTK+-161142,2004-12-13,GTK+,Documentation,unknown,2,low,Product Specialist,Standard queue,0.44536250077090545
GNOME-MEDIA-54389,2001-05-09,Other,gtcd,unknown,2,low,Software Developer,Standard queue,0.5267561531840738
SOUND-JUICER-116839,2003-07-06,Other,general,unknown,2,low,Software Developer,Standard queue,0.8480541914221176
EVOLUTION-346613,2006-07-05,EVOLUTION,general,unknown,2,low,Software Developer,Standard queue,0.5366990045182298
GSTREAMER-154834,2004-10-07,GSTREAMER,gst-plugins,unknown,2,low,Software Developer,Standard queue,0.4962109684533741
GSTREAMER-359580,2006-10-04,GSTREAMER,gst-plugins-base,unknown,2,low,Software Developer,Standard queue,0.4707144438565952
PAN-61978,2001-10-08,PAN,general,unknown,3,low,Software Developer,Same-day review,0.8779463072862663
AT-SPI-133427,2004-02-04,Other,api,unknown,2,low,Backend Developer,Standard queue,0.5125674533921883
LIBEGG-165231,2005-01-25,Other,recent-files,unknown,3,low,Systems Developer,Same-day review,0.9149548241160018
NAUTILUS-42706,2000-09-01,NAUTILUS,File and Folder Operations,unknown,2,low,Software Developer,Standard queue,0.48406458899298516
BANSHEE-524705,2008-03-27,Other,User Interface,unknown,1,low,Frontend Developer,Standard queue,0.8773792837218247
BALSA-106508,2003-02-19,Other,general,unknown,2,low,Software Developer,Standard queue,0.43703527015431143
EPIPHANY-EXTENSIONS-155388,2004-10-14,Other,smart-bookmarks,unknown,3,low,Systems Developer,Same-day review,0.6299242376445029
EVOLUTION-250861,2003-11-12,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.568769168922592
BUGZILLA.GNOME.ORG-339216,2006-04-20,Other,general,unknown,2,low,Software Developer,Standard queue,0.47958965129890646
GDM-302228,2005-04-27,Other,general,unknown,3,low,Software Developer,Same-day review,0.6857617995432959
EVOLUTION-226165,2002-06-12,EVOLUTION,Calendar,unknown,2,low,Software Developer,Standard queue,0.9063642237067416
GTK+-82627,2002-05-22,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.4353476313849507
GNOME-APPLETS-78901,2002-04-17,GNOME-APPLETS,mini-commander,unknown,1,low,Software Developer,Standard queue,0.847408056694435
EPIPHANY-164302,2005-01-16,EPIPHANY,General,unknown,1,low,Software Developer,Standard queue,0.6280447553110876
SOUND-JUICER-149078,2004-08-02,Other,general,unknown,2,low,Software Developer,Standard queue,0.7659366718752395
GNOME-VFS-40820,2000-05-05,Other,URI handling,unknown,2,low,Software Developer,Standard queue,0.45698548238952585
EVOLUTION-201706,2001-03-06,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.4662707898857217
LIBSOUP-522776,2008-03-16,Other,Misc,unknown,2,low,Software Developer,Standard queue,0.5071860567572268
EVOLUTION-240317,2003-03-26,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.7047237681458175
GNOME-PANEL-525762,2008-04-02,GNOME-PANEL,clock,unknown,2,low,Software Developer,Standard queue,0.5497910632509957
METACITY-90290,2002-08-09,Other,general,unknown,1,low,Software Developer,Standard queue,0.6880829258198901
PANGO-66850,2001-12-13,Other,general,unknown,2,low,Software Developer,Standard queue,0.48383524465785255
GNOME-SYSTEM-TOOLS-519368,2008-02-28,Other,users-admin,unknown,2,low,Software Developer,Standard queue,0.5088596857929796
EVOLUTION-256175,2004-03-29,EVOLUTION,Calendar,unknown,2,low,Software Developer,Standard queue,0.48064221761444403
ORCA-440079,2007-05-21,Other,general,unknown,3,low,Software Developer,Same-day review,0.7402392577264308
VALA-529177,2008-04-21,Other,Code Generator,unknown,2,low,Software Developer,Standard queue,0.47354752844328396
GNOME-POWER-MANAGER-347363,2006-07-13,Other,gnome-power-manager,unknown,2,low,Software Developer,Standard queue,0.8106720145194788
GTKHTML-216676,2001-12-05,Other,Editing,unknown,3,low,Systems Developer,Same-day review,0.844699128651194
EVOLUTION-245908,2003-07-07,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.47838555875742406
GLIB-74336,2002-03-12,GLIB,general,unknown,2,low,Software Developer,Standard queue,0.4869243390193968
EVOLUTION-262073,2004-07-29,EVOLUTION,Tasks,unknown,1,low,Software Developer,Standard queue,0.601466729349389
GDL-381845,2006-12-03,Other,general,unknown,2,low,Software Developer,Standard queue,0.6846064738492871
PAN-339977,2006-04-28,PAN,general,unknown,3,low,Software Developer,Same-day review,0.8934500163430507
GFTP-109300,2003-03-26,Other,general,unknown,1,low,Software Developer,Standard queue,0.48392124680486454
GIMP-446884,2007-06-12,GIMP,Script-Fu,unknown,2,low,Software Developer,Standard queue,0.8560344170931143
EVOLUTION-264404,2004-08-27,EVOLUTION,Calendar,unknown,2,low,Software Developer,Standard queue,0.5130993048601644
PANGO-343355,2006-05-30,Other,general,unknown,2,low,Software Developer,Standard queue,0.5949750243556937
GTK+-81819,2002-05-15,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.481961879991044
GSTREAMER-333779,2006-03-07,GSTREAMER,gstreamer (core),unknown,2,low,Backend Developer,Standard queue,0.473554975546319
F-SPOT-397045,2007-01-15,Other,General,unknown,3,low,Software Developer,Same-day review,0.7686147428519428
F-SPOT-524996,2008-03-29,Other,Import,unknown,2,low,Software Developer,Standard queue,0.7360212039192574
NAUTILUS-133816,2004-02-08,NAUTILUS,general,unknown,3,low,Software Developer,Same-day review,0.8324917994936951
EPIPHANY-117874,2003-07-20,EPIPHANY,General,unknown,2,low,Software Developer,Standard queue,0.6752209348583225
HIG-100751,2002-12-09,Other,Section: Visual Design,unknown,2,low,Software Developer,Standard queue,0.6261670176332786
EPIPHANY-161215,2004-12-14,EPIPHANY,Interface,unknown,1,low,Frontend Developer,Standard queue,0.6700498176283397
ANJUTA-523609,2008-03-20,Other,core application,unknown,1,low,Backend Developer,Standard queue,0.9288145707801612
GNOME-CONTROL-CENTER-18613,2000-07-25,GNOME-CONTROL-CENTER,general,unknown,2,low,Software Developer,Standard queue,0.4953623243371422
GLADE-410731,2007-02-22,Other,general,unknown,3,low,Software Developer,Same-day review,0.48525695025052706
EVOLUTION-417000,2007-03-11,EVOLUTION,Mailer,unknown,2,low,Frontend Developer,Standard queue,0.600959835189994
EVOLUTION-210861,2001-09-25,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.8040709256135714
EVOLUTION-200900,2000-11-21,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.6373794472284414
GLIB-503862,2007-12-16,GLIB,general,unknown,1,low,Software Developer,Standard queue,0.6209613408624164
GNOME-CALCULATOR-380145,2006-11-28,Other,general,unknown,2,low,Software Developer,Standard queue,0.48389863752007856
GSTREAMER-103170,2003-01-12,GSTREAMER,gstreamer (core),unknown,2,low,Backend Developer,Standard queue,0.48151763774534784
VTE-130267,2003-12-31,Other,general,unknown,2,low,Software Developer,Standard queue,0.6592793074844066
GNOME-APPLETS-77840,2002-04-06,GNOME-APPLETS,mini-commander,unknown,1,low,Software Developer,Standard queue,0.7790516970159449
NAUTILUS-77892,2002-04-07,NAUTILUS,Trash,unknown,3,low,Systems Developer,Same-day review,0.7526460565389651
GNUMERIC-161915,2004-12-21,GNUMERIC,Main System,unknown,1,low,Software Developer,Standard queue,0.6204884145838473
RHYTHMBOX-528513,2008-04-17,RHYTHMBOX,User Interface,unknown,2,low,Frontend Developer,Standard queue,0.8207290623266091
NAUTILUS-45706,2001-01-16,NAUTILUS,general,unknown,2,low,Software Developer,Standard queue,0.4857615387383623
EVOLUTION-323402,2005-12-06,EVOLUTION,Shell,unknown,1,low,Software Developer,Standard queue,0.7142525672531965
FIVE-OR-MORE-695469,2013-03-08,Other,general,unknown,2,low,Software Developer,Standard queue,0.4379723007246651
GNOME-MAG-416911,2007-03-10,Other,magnifier-utility,unknown,3,low,Systems Developer,Same-day review,0.5565742958819037
NAUTILUS-42578,2000-08-29,NAUTILUS,Extension Library,unknown,2,low,Software Developer,Standard queue,0.44557635556986347
GAUPOL-518981,2008-02-27,Other,general,unknown,3,low,Software Developer,Same-day review,0.4595667714732927
GTK+-315253,2005-09-04,GTK+,Class: UIManager / Actions,unknown,2,low,Software Developer,Standard queue,0.47376232008255303
BEAGLE-170636,2005-03-17,Other,General,unknown,2,low,Software Developer,Standard queue,0.4678231300024656
GTK+-311630,2005-07-26,GTK+,Backend: Win32,unknown,2,low,Backend Developer,Standard queue,0.4695021566120793
RHYTHMBOX-456110,2007-07-12,RHYTHMBOX,general,unknown,3,low,Software Developer,Same-day review,0.8475944191285718
LSR-385991,2006-12-14,Other,extensions,unknown,2,low,Software Developer,Standard queue,0.584702759570504
GNOME-CORE-13451,2000-06-06,Other,panel,unknown,2,low,Software Developer,Standard queue,0.47857422484033285
GTK+-763659,2016-03-15,GTK+,Widget: Other,unknown,1,low,Software Developer,Standard queue,0.4453702266792073
GNOME-CONTROL-CENTER-642033,2011-02-10,GNOME-CONTROL-CENTER,Sound,unknown,2,low,Software Developer,Standard queue,0.5156695134327753
GNOME-PANEL-323837,2005-12-12,GNOME-PANEL,general,unknown,3,low,Software Developer,Same-day review,0.7743796927933484
GTHUMB-464446,2007-08-07,Other,general,unknown,2,low,Software Developer,Standard queue,0.7771873638499754
GDM-101729,2002-12-21,Other,general,unknown,2,low,Software Developer,Standard queue,0.8427330169232365
EVOLUTION-233668,2002-11-12,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.6633158810663927
LINC-103879,2003-01-19,Other,general,unknown,2,low,Software Developer,Standard queue,0.4819731347514054
MARLIN-149324,2004-08-04,Other,general,unknown,1,low,Software Developer,Standard queue,0.7759166442557622
DOXYGEN-139591,2004-04-09,Other,general,unknown,2,low,Software Developer,Standard queue,0.47508230501310134
EVOLUTION-245288,2003-06-23,EVOLUTION,Mailer,unknown,3,low,Frontend Developer,Same-day review,0.9017709851781595
GTK+-149404,2004-08-05,GTK+,Widget: Other,unknown,1,low,Software Developer,Standard queue,0.43497937743454507
EKIGA-430870,2007-04-18,Other,OPAL,unknown,3,low,Systems Developer,Same-day review,0.47160693771865614
EVOLUTION-257136,2004-04-16,EVOLUTION,Calendar,unknown,3,low,Systems Developer,Same-day review,0.8759309674942758
GNOME-VFS-90035,2002-08-06,Other,Other,unknown,3,low,Software Developer,Same-day review,0.8864925770250344
GTK+-60606,2001-09-16,GTK+,Widget: Other,unknown,2,low,Software Developer,Standard queue,0.4591908170404696
VTE-107031,2003-02-25,Other,general,unknown,2,low,Software Developer,Standard queue,0.48504530394967554
