bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
LIBREOFFICE-47553,2012-03-20,graphics stack,LIBREOFFICE,FILEOPEN document with Punjabi Font will CRASH,"Created attachment 58728
File which i created in ver 3.4.5 but crashes in 3.5 .

Problem description: When i open file ( created successfully in libre office version 3.4.5 ) it crashes ( in version 3.5.1)

Steps to reproduce:
1. Open file created in ver 3.4.5 with external font Asses ( an Indian lang Punjabi Font).
2. It crashes with file for recovery lefted
3. Behavior seen in only version 3.5.x

Current behavior:Crashes

Expected behavior:Should not carsh

Platform (if different from the browser): Win XP
              
Browser: Mozilla/5.0 (Windows NT 5.1 rv:11.0) Gecko/20100101 Firefox/11.0",mst.fdo,expertmailbox-expertmailbox,fixed,1,resolved,4,2013-11-15,0,26,2012-12-22,277,major,4
SYSTEMD-86947,2014-12-03,general,SYSTEMD,systemd-networkd: support adding routes without additional addresses & support link-local addresses,"1) why can't we add new routes without having to add a new address to the interface?:
https://github.com/systemd/systemd/blob/e8bbb7c7e9163420cb1ba92f82dbc09aab577d1a/src/network/networkd-link.c#L490

2) ability to specify link-local addresses would be very useful.

Use case: if/when link-local addresses aren't correctly being detected with DHCP turned on I need to be able to either add a static route to 169.254.169.254/32 on a given interface or add a link-local address to the interface manually.",teg,skeenan,fixed,1,resolved,4,2019-08-19,0,6,2019-08-19,1720,normal,2
MESA-92300,2015-10-05,Drivers/Gallium/radeonsi,MESA,0 A.D. 100% reproduceable AMD Hawaii (R390X) GPU lockup after a few seconds of running Sicilia map,,dri-devel,mc.return,fixed,1,resolved,4,2015-11-08,0,2,2015-11-08,34,normal,2
XORG-11858,2007-08-06,Server/General,XORG,Probable of by one buffer overflow in .../xorgconfig/xorgconfig.c,"In xorgconfig.c around line 2444
            if (len > sizeof(cur))
                continue
            strncpy(cur thisdir len)
            cur[len] = '\0'
border case len==sizeof(cur) the following null terminating code will overrun by one.

Please apply attached patch ...",xorg-team,roland,fixed,1,resolved,4,2007-08-06,0,3,2007-08-06,0,normal,2
XORG-4817,2005-10-19,Build/Modular,XORG,the test for mmx_capable should use == instead of =,"i.e. __GNUC__ = 3 to __GNUC__ == 3

can you also use gcc -E instead of cpp 
for example I have new gcc and old cpp.",dberkholz,fufutos610,fixed,1,resolved,4,2005-10-19,0,5,2005-10-20,1,normal,2
MESA-21654,2009-05-10,Drivers/DRI/i965,MESA,[Regression] Textures not rendered and segfaults.,"Bisecting shows that bug causing commercial game crashing correlate with bug causing textures not being rendered on meshes in Ogre3d.

1d663ae2925ffadf419ddbea9eca8d5706ea6510 is first bad commit
commit 1d663ae2925ffadf419ddbea9eca8d5706ea6510
Date:   Thu May 7 22:50:19 2009 -0700

    intel: Add a metaops version of glGenerateMipmapEXT/SGIS_generate_mipmaps.
    
    In addition to being HW accelerated it avoids the incorrect
    (black) rendering of the mipmaps that SW was doing in fbo-generatemipmap.
    Improves the performance of the mipmap generation and drawing in
    fbo-generatemipmap by 30%.

:040000 040000 aaa8955757519756ec8d1e2f4a456978adba541d 6a37632ae57cd227a864cccbcd99c2902a8899fc M	src

Also going back to master and reverting this commit fix both cases.",eric,mateusz.kaduk,fixed,1,resolved,4,2009-08-24,0,8,2009-07-20,71,normal,2
POPPLER-5117,2005-11-22,general,POPPLER,images misrendered as random coloured noise,"with the PDF in the URL with today (2005-11-21)'s evince + poppler HEAD.
Screenshot @ http://www.gnome.org/~chpe/images/evbug11.png",krh,chpe,fixed,1,resolved,4,2005-12-09,0,7,2005-12-04,12,normal,2
PACKAGEKIT-56924,2012-11-09,General,PACKAGEKIT,check for /usr/bin/pkaction should use $PATH,"PackageKit has this in configure.ac:

# try and guess this if nothing is listed
if test x$with_security_framework = x then
        if test -f /usr/bin/pkaction  then
                with_security_framework=polkit
        else
                AC_MSG_ERROR([--with-security-framework explicitly required when not using PolicyKit or RBAC])
        fi
fi


which fails if pkaction is not in /usr/bin but somewhere else in the PATH.",richard,desrt,fixed,1,resolved,4,2012-11-11,0,3,2012-11-11,2,normal,2
MESA-29823,2010-08-26,Mesa core,MESA,GetUniform[if]v busted,"(Mesa 7.8.2 reproduced in 7.7.x as well.)

Given a shader that includes a uniform such as:

uniform float u_array[4]

void main()
{
... something that uses u_array[0..3]
}

glGetUniformfv with the location of u_array or u_array[0] (they're identical locations as per the spec) does something very strange that ends up scribbling the stack.  For that uniform the gl_program_parameter struct looks like:

Name: u_array
Type: PROGRAM_UNIFORM
DataType: 0x1406
Size: 0x10
Used: 0x01
Initialized: 0x01
Flags: 0

The Size of 0x10 seems to have somehow ended up as the size in bytes of the uniform storage.  This causes a problem in get_uniform_rows_cols where it does:

if (p->Size <= 4) {
  *rows = 1
  *cols = p->Size
} else {
  *rows = p->Size / 4 + 1
  if (p->Size % 4 == 0)
    *cols = 4
  else
    *cols = p->Size % 4
}

We end up with rows = 5 and cols = 4 which causes _mesa_get_uniformfv to attempt to write 4*5 values which is invalid.

I'm not sure where the bogus Size = 16 is coming from...",idr,vladimir,fixed,1,resolved,4,2011-03-02,0,12,2011-03-02,188,critical,5
XORG-14081,2008-01-15,Input/evdev,XORG,No events from special keys on Logitech Wave,I have a Logitech Wave keyboard but I can't get any events (xev or 'cat /dev/input/..') from most of the special keys that it has. How can I help fixing that? The xkeyboard-config maintainer said that it's an evdev bug in either the kernel or xorg driver.,warp-spam+fdo,tjaalton,fixed,1,resolved,4,2008-02-11,0,3,2008-01-15,0,normal,2
DRI-78274,2014-05-05,DRM/Intel,DRI,[BDW Bisected]BUG: unable to handle kernel paging request at ffffc900110a0000,"Created attachment 98446
dmesg

system Environment:
--------------------------
Platform: Broadwell
Kernel:(drm-intel-nightly)08ce6614d07dd1e426109672a5e323317c8d6ec7

Bug detailed description:
-----------------------------
Open google-chrome browser reports BUG: unable to handle kernel paging request at ffffc900110a0000.
It happens on Broadwell with -nightly and -queued branch.

The latest known good commit: c79057922ed6c2c6df1214e6ab4414fea1b23db2
The latest known bad commit: e5c03ca362819ba8ffbe5674340b61b9cd75de8f

dmesg:
[   38.784886] BUG: unable to handle kernel paging request at ffffc900110a0000
[   38.784938] IP: [] iowrite32+0xe/0x28
[   38.784976] PGD 14a80e067 PUD 14a80f067 PMD 149b68067 PTE 0
[   38.785017] Oops: 0002 [#1] SMP
[   38.785041] Modules linked in: ip6table_filter ip6_tables ipv6 iptable_filter ip_tables ebtable_nat ebtables x_tables dm_mod snd_hda_codec_hdmi iTCO_wdt iTCO_vendor_support ppdev pcspkr i2c_i801 snd_hda_intel snd_hda_controller snd_hda_codec lpc_ich snd_hwdep mfd_core snd_pcm snd_timer snd soundcore battery parport_pc parport ac acpi_cpufreq i915 video button drm_kms_helper drm
[   38.785298] CPU: 0 PID: 4171 Comm: X Not tainted 3.15.0-rc2_drm-intel-nightly_08ce66_20140505+ #2318
[   38.785353] task: ffff880002221f80 ti: ffff8800a633c000 task.ti: ffff8800a633c000
[   38.785397] RIP: 0010:[]  [] iowrite32+0xe/0x28
[   38.785446] RSP: 0018:ffff8800a633dc00  EFLAGS: 00010292
[   38.785478] RAX: 00000000fffff40c RBX: ffff880002da5780 RCX: 000000000001ffd8
[   38.785520] RDX: 000000000001ffe8 RSI: ffffc900110a0000 RDI: ffffc900110a0000
[   38.785561] RBP: 0000000000000002 R08: 00000000000144c0 R09: ffff8800020e7d78
[   38.785603] R10: ffff8800020e7d78 R11: 00007f597a566106 R12: ffff880002da4000
[   38.785644] R13: 0000000000000000 R14: 0000000000022040 R15: ffff8800a6b62d80
[   38.785691] FS:  00007f597d6558c0(0000) GS:ffff88014f400000(0000) knlGS:0000000000000000
[   38.785738] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[   38.785771] CR2: ffffc900110a0000 CR3: 00000000a6301000 CR4: 00000000003407f0
[   38.785812] Stack:
[   38.785825]  ffffffffa008b646 000000000081c000 0000000000000004 ffff880002da5780
[   38.785874]  ffff880002da4000 ffff880002315e00 0000000000000000 ffff880002da5780
[   38.785923]  ffffffffa008a9a8 ffff880002315e00 ffffffffa008d3a1 0000000000000000
[   38.785973] Call Trace:
[   38.786006]  [] ? gen6_signal+0xd7/0x10c [i915]
[   38.786053]  [] ? gen6_add_request+0x13/0x88 [i915]
[   38.786101]  [] ? intel_ring_flush_all_caches+0x1c/0x29 [i915]
[   38.786155]  [] ? __i915_add_request+0x1c4/0x1e3 [i915]
[   38.786204]  [] ? i915_gem_do_execbuffer.isra.16+0xff1/0x1142 [i915]
[   38.786253]  [] ? __sg_page_iter_next+0x2b/0x58
[   38.786298]  [] ? i915_gem_execbuffer2+0x177/0x1fb [i915]
[   38.786345]  [] ? drm_ioctl+0x25c/0x3ad [drm]
[   38.786388]  [] ? i915_gem_execbuffer+0x357/0x357 [i915]
[   38.786431]  [] ? enqueue_hrtimer+0x15/0x37
[   38.786468]  [] ? __hrtimer_start_range_ns+0x21a/0x238
[   38.786512]  [] ? do_vfs_ioctl+0x3ec/0x435
[   38.786548]  [] ? SyS_ioctl+0x49/0x78
[   38.786582]  [] ? __audit_syscall_exit+0x209/0x225
[   38.786623]  [] ? system_call_fastpath+0x16/0x1b
[   38.786659] Code: 48 89 f7 76 05 e9 21 5c d4 ff 48 81 fe 00 00 01 00 77 09 48 c7 c6 15 9f 9b 81 eb aa c3 48 81 fe ff ff 03 00 89 f8 48 89 f7 76 03  06 c3 48 81 fe 00 00 01 00 76 05 0f b7 d6 ef c3 48 c7 c6 49
[   38.786873] RIP  [] iowrite32+0xe/0x28
[   38.786909]  RSP 
[   38.786930] CR2: ffffc900110a0000
[   38.801814] ---[ end trace b37fc0904a9ee0eb ]---

Reproduce steps:
----------------------------
1. xinit
2. open google-chrome browser",rodrigo.vivi,huax.lu,fixed,1,closed,6,2016-10-12,0,23,2014-05-16,11,blocker,6
LIBREOFFICE-80697,2014-06-30,Libreoffice,LIBREOFFICE,Other: FILEOPEN:Can't see files on network share - LO hangs,"Problem description: 
I just updated from LO 3.6 to 4.1.6 on OSX 10.68. 3.6 was working fine.
If I go to open a file from LO and navigate to a network share no files show in the share. If I cancel LO hangs and has to be killed.
I can see the files in OSX finder (file explorer).
I can open a file from finder (open with LO).

Once I have at least one file opened from the network share (via finder) I can then see files on the share from within LO file open dialogue.

Save as works ok

Steps to reproduce:
1. ....Go to file>open in writer or calc
2. ....Navigate to a network share
3. ....Cancel

Current behavior:
Files are not listed (not any file).
LO hangs on cancel

Expected behavior:
Files are visible LO does not hang.
              
Operating System: Mac OS X
Version: 4.1.6.2 release",libreoffice-bugs,steve,fixed,1,resolved,4,2014-10-01,0,7,2014-10-01,93,normal,2
LIBREOFFICE-47102,2012-03-08,Spreadsheet,LIBREOFFICE,UI: Conditional Formating : the control for entering a formula is hidden,"Created attachment 58196
Screenshot 1

Hello 

1. File> New> Spreadsheet (same problem with an existing one)
2. Current cell A1 
3. Format> Conditional Formatting...
4. Condition 1 (same problem with other conditions)
5. Cell value is > choose duplicated values (same with non duplicated values)

Expected and Actual result : TextBox control for entering a value is hidden (screenshot 1)

6. Choose Formula is instead of Cell value is

Expected result: show the TextBox control for entering a formula
Actual result : the control is still hidden (screenshot 2)

Workaround : reselect Cell value is with another choice (equal to for instance) then select Formula is

Regards
Pierre-Yves",markus.mohrhard,pierre-yves.samyn,fixed,1,resolved,4,2012-03-09,0,6,2012-03-08,0,normal,2
MESA-29693,2010-08-20,Other,MESA,[llvmpipe] SIGSEGV src/mesa/program/hash_table.c:114,"mesa: d377abd93fed4f5d27047bf3c8b9a032a21c5224 (master)

Run piglit glsl-fs-uniform-sampler-struct test on llvmpipe.

$ ./bin/shader_runner tests/shaders/glsl-fs-uniform-sampler-struct.shader_test


(gdb) bt
#0  0x00bf0291 in hash_table_find (ht=0x0 key=0xa8fd070) at src/mesa/program/hash_table.c:114
#1  0x00b79b58 in ir_to_mesa_visitor::get_sampler_location (this=0xbfee9fbc sampler=0xa8fd070) at src/mesa/program/ir_to_mesa.cpp:390
#2  0x00b7fbfa in ir_to_mesa_visitor::visit (this=0xbfee9fbc ir=0xa8ed1d0) at src/mesa/program/ir_to_mesa.cpp:2079
#3  0x00c6f80e in ir_texture::accept (this=0xa8ed1d0 v=0xbfee9fbc) at src/glsl/ir.h:991
#4  0x00b7a9b3 in ir_to_mesa_visitor::visit (this=0xbfee9fbc ir=0xa5ee198) at src/mesa/program/ir_to_mesa.cpp:715
#5  0x00c6f62a in ir_expression::accept (this=0xa5ee198 v=0xbfee9fbc) at src/glsl/ir.h:724
#6  0x00b7e37b in ir_to_mesa_visitor::visit (this=0xbfee9fbc ir=0xa5ee1f0) at src/mesa/program/ir_to_mesa.cpp:1685
#7  0x00c6f5f6 in ir_assignment::accept (this=0xa5ee1f0 v=0xbfee9fbc) at src/glsl/ir.h:526
#8  0x00b7a40f in ir_to_mesa_visitor::visit (this=0xbfee9fbc ir=0xa990c60) at src/mesa/program/ir_to_mesa.cpp:644
#9  0x00c6f57a in ir_function::accept (this=0xa990c60 v=0xbfee9fbc) at src/glsl/ir.h:377
#10 0x00c7a0af in visit_exec_list (list=0xa5d5820 visitor=0xbfee9fbc) at src/glsl/ir.cpp:1037
#11 0x00b80de8 in get_mesa_program (ctx=0xa55aa58 shader_program=0xa653ec0 shader=0xa8f9690) at src/mesa/program/ir_to_mesa.cpp:2448
#12 0x00b8160d in _mesa_ir_link_shader (ctx=0xa55aa58 prog=0xa653ec0) at src/mesa/program/ir_to_mesa.cpp:2615
#13 0x00b81bfe in _mesa_glsl_link_shader (ctx=0xa55aa58 prog=0xa653ec0) at src/mesa/program/ir_to_mesa.cpp:2751
#14 0x00b499c8 in link_program (ctx=0xa55aa58 program=3) at src/mesa/main/shaderapi.c:829
#15 0x00b4a69e in _mesa_LinkProgramARB (programObj=3) at src/mesa/main/shaderapi.c:1342
#16 0x0804b578 in link_and_use_shaders ()
#17 0x0804c5c5 in piglit_init ()
#18 0x0804df0f in main ()
(gdb) frame 0
#0  0x00bf0291 in hash_table_find (ht=0x0 key=0xa8fd070) at src/mesa/program/hash_table.c:114
114	    const unsigned hash_value = (*ht->hash)(key)
(gdb) print ht
$2 = (struct hash_table *) 0x0",eric,vlee,fixed,1,closed,6,2010-08-27,0,4,2010-08-27,7,critical,5
XORG-37419,2011-05-20,Driver/Radeon,XORG,at server shutdown: dixGetPrivateAddr: Assertion `key->initialized' failed,"Created attachment 46963
X log from gdm

On a Debian/testing box with a RS880 [Radeon HD 4250] when one user closes his session the screen claims video signal has disapeared.  Xorg.*.log show absolutely nothing wrong but gdm's X log does show this assert see attachement.

Seems pretty much reproducible although I can't tell when it first happenned so it's not easy to track the regression.  I can do more tests if required.",xorg-driver-ati,ydirson,fixed,1,resolved,4,2011-09-29,0,9,2011-09-29,132,critical,5
XORG-28351,2010-06-01,Driver/Radeon,XORG,changing xv attributes have no effects on video playback in totem,"changing xv attributes ( XV_BRIGHTNESS XV_CONTRAST XV_HUE ... ) via xvattr have no effects on videos being played in totem

please let me know if you need any further information",xorg-driver-ati,hicham.haouari,fixed,1,resolved,4,2010-10-19,0,8,2010-10-19,140,normal,2
DRI-68134,2013-08-15,DRM/Intel,DRI,[SNB]igt/gem_suspend/fence-restore-untiled randomly causes call trace and *ERROR* stuck on bsd ring,"Created attachment 84087
dmesg

System Environment:
--------------------------
Platform:    Sandybridge
Kernel:     (drm-intel-fixes)3d51af04567800a87a04785d375f1258977ef6d7

Bug detailed description:
-----------------------------
It randomly causes call trace and [drm:i915_hangcheck_elapsed] *ERROR* stuck on bsd ring. It happens 1 in 5 runs on sandybridge with -fixes kernel.
I run it 5 cycles on -nightly branch It works well.

output:
rtcwake: wakeup from mem using /dev/rtc0 at Thu Aug 15 06:31:58 2013
checking the first canary object
checking the second canary object
Subtest fence-restore-untiled: SUCCESS


Call Trace:
[   29.611097]  [] ? dump_stack+0x41/0x51
[   29.611102]  [] ? read_phy_reg+0x71/0x82 [firewire_ohci]
[   29.611104]  [] ? ohci_enable+0x26f/0x535 [firewire_ohci]
[   29.611106]  [] ? pci_pm_restore+0x7b/0x7b
[   29.611108]  [] ? pci_resume+0x8f/0x116 [firewire_ohci]
[   29.611110]  [] ? pci_pm_restore+0x7b/0x7b
[   29.611113]  [] ? dpm_run_callback.isra.11+0x24/0x52
[   29.611114]  [] ? device_resume+0x109/0x14a
[   29.611116]  [] ? async_resume+0x14/0x38
[   29.611117]  [] ? async_run_entry_fn+0x55/0x10b
[   29.611119]  [] ? process_one_work+0x1c5/0x2df
[   29.611120]  [] ? worker_thread+0x1c7/0x2bc
[   29.611122]  [] ? rescuer_thread+0x251/0x251
[   29.611124]  [] ? kthread+0xad/0xb5
[   29.611126]  [] ? kthread_freezable_should_stop+0x40/0x40
[   29.611128]  [] ? ret_from_fork+0x7c/0xb0
[   29.611130]  [] ? kthread_freezable_should_stop+0x40/0x40
[   29.611133] dpm_run_callback(): pci_pm_resume+0x0/0x7b returns -16
[   29.611134] PM: Device 0000:04:03.0 failed to resume async: error -16


Reproduce steps:
----------------------------
1. ./gem_suspend --run-subtest fence-restore-untiled",intel-gfx-bugs,huax.lu,fixed,1,closed,6,2017-10-06,0,13,2013-08-28,13,normal,2
PIGLIT-74818,2014-02-11,tests,PIGLIT,Use of uninitialized variable in CL set-kernel-arg test,"Created attachment 93819
Patch

Fixes valgrind error",eric,arsenm2,fixed,1,resolved,4,2019-03-06,0,2,2019-03-06,1849,normal,2
LIBREOFFICE-31622,2010-11-14,Libreoffice,LIBREOFFICE,My Autotext translation for Serbian,"As discussed on the l10n list please commit Serbian translation for My
Autotext

Serbian Cyrillic: Лични аутотекст
Serbian Latin: Lični autotekst

Thanks",timar74,grakic,fixed,1,closed,6,2011-01-15,0,3,2010-11-19,5,normal,2
TELEPATHY-31888,2010-11-24,haze,TELEPATHY,Implement SASL in haze,"I've implemented the current DRAFT2 atm but there won't be any (big) changes to the spec before it's unreleased soon. I'll update it to the undrafted spec when the appropriate tp-glib release is made.

Feel free to start the reviewing though.",telepathy-bugs,jonny.lamb,fixed,1,resolved,4,2010-12-02,0,10,2010-12-02,8,normal,2
DRI-93935,2016-01-30,DRM/Intel,DRI,[skylake] Xv video output displays picture over all windows,"I'm on Intel i7-6700K Linux 4.4 xf86-video-intel from git (commit 2bee35a8).

I'm experiencing a problem when playing videos using Xv output. The video rectangle overlaps everything on the screen. So if I try to put another window over the video or open a menu of the video player it appears behind the picture of the movie.

Unfortunately I can't attach a screenshot of the bug because accelerated video doesn't appear on the screenshot at all but if you really need it I can take a photo of my screen.

The problem reproduces independently of the window manager being used I've tried it with xfwm (both compositing and not compositing modes) and compiz. Also it doesn't depend on the video player (tried gstreamer-based and VLC).",intel-gfx-bugs,maxtram95,fixed,1,closed,6,2017-03-20,0,10,2017-03-13,408,normal,2
TELEPATHY-21503,2009-05-01,gabble,TELEPATHY,Miscellaneous fixes.,Fix an accidental fall-through remove an unused variable.,telepathy-bugs,will,fixed,1,resolved,4,2009-05-06,0,4,2009-05-06,5,normal,2
XORG-14935,2008-03-10,Driver/intel,XORG,How to get 1200x800 on Intel 965GM with Xorg on Sony Vaio?,"Created attachment 15001
Xorg log file

Hello

  I did recently purchase a Sony Vaio VGN-NR160Q with an Intel 965GM video card and I can not yet make Xorg work on full screen - it starts on 1024x768 instead of 1200x800. Does someone have an idea how I can use the entire screen?

  What did I try:
  - Use 915resolution
  - Switch to 16bpp as xorg does not support 32bpp.
  - Tried intel and i810 drivers look to be the same.
  - I also have intelfb and i810fb drivers loaded in the kernel for the framebuffer. They should not affect anything I believe.

  I attach the xorg.conf 915resolution detected modes and Xorg.0.log files. Below are few lines of interest:

  Any help appreciated
  Thanks
  G. Georgiev


  --------- 915resolution -l: --------------
Intel 800/900 Series VBIOS Hack : version 0.5.3
Chipset: 965GM
BIOS: TYPE 1
Mode 6f : 1280x800 8 bits/pixel
Mode 70 : 1280x800 16 bits/pixel
Mode 71 : 1280x800 32 bits/pixel

  --------- /etc/X11/xorg.conf: -----------
Section Device
    Identifier     intel
    Driver         intel
EndSection
Section Screen
    Identifier     Default Screen
    Device         intel
    Monitor        Monitor0
    DefaultDepth    16
     SubSection     Display
        Depth       16
        Modes      1280x800
    EndSubSection
    SubSection     Display
        Depth       24
        Modes      1280x800
    EndSubSection
EndSection

  ----------- Xorg.0.log: -------------
X Window System Version 1.3.0
Release Date: 19 April 2007
X Protocol Version 11 Revision 0 Release 1.3
Build Operating System: Linux Debian (xorg-server 2:1.3.0.0.dfsg-12lenny2)
Current Operating System: Linux vaio 2.6.22-3-686 #1 SMP Sun Feb 10 20:20:49 UTC 2008 i686

(II) intel: Driver for Intel Integrated Graphics Chipsets: i810
        i810-dc100 i810e i815 i830M 845G 852GM/855GM 865G 915G
        E7221 (i915) 915GM 945G 945GM 945GME 965G 965G 965Q 946GZ
        965GM 965GME/GLE G33 Q35 Q33
(II) Primary Device is: PCI 00:02:0
(--) Assigning device section with no busID to primary device
(WW) intel: No matching Device section for instance (BusID PCI:0:2:1) found
(--) Chipset 965GM found

(**) intel(0): Depth 16 (--) framebuffer bpp 16
(==) intel(0): RGB weight 565
(==) intel(0): Default visual is TrueColor
(II) intel(0): Integrated Graphics Chipset: Intel(R) 965GM
(--) intel(0): Chipset: 965GM
(--) intel(0): Linear framebuffer at 0xD0000000
(--) intel(0): IO registers at addr 0xFC000000
(II) intel(0): 2 display pipes available.

(II) intel(0): Not using default mode 1280x800 (exceeds panel dimensions)",hong.liu,ggeorgiev,fixed,1,resolved,4,2008-04-11,0,19,2008-04-11,32,normal,2
XORG-7344,2006-06-27,App/mkfont*,XORG,mkfontscale and OTF/CFF font with bitmaps,"mkfontscale does not recognize OTF/CFF font with bitmaps as scalable. 
mkfontdir adds only bitmap fonts from such file to fonts.dir (and probably 
with wrong X resolution). I looked at sources the code for these programs was 
not updated since X.org 6.9.",jch,panov,fixed,1,resolved,4,2011-10-15,0,8,2008-05-10,683,normal,2
XORG-1234,2004-08-29,Build/Monolithic,XORG,Updates to AIX imake config files for X11R6.8,"The following are the updates I've had to make to
ibm.cf and ibmLib.tmpl in order to get X11R6.8 to
build on AIX.






*** ibm.cf.orig		 Sun Aug 29 22:37:21 2004
--- ibm.cf		 Thu Aug 26 22:53:18 2004
***************
*** 3642 ****
   * #define HasPosixThreads		 NO
   * in the BeforeVendorCF section of your site.def.
   */
! #if !defined(HasPosixThreads) && ((OSMajorVersion == 3 && (OSMinorVersion > 
2 || (OSMinorVersion == 2 && OSTeenyVersion > 4))) || (OSMajorVersion == 4 && 
(OSMinorVersion > 1 || (OSMinorVersion == 1 && OSTeenyVersion > 1))))
  #define HasPosixThreads		 		 YES
  #endif
  #if HasPosixThreads
--- 3642 ----
   * #define HasPosixThreads		 NO
   * in the BeforeVendorCF section of your site.def.
   */
! #if !defined(HasPosixThreads) && ((OSMajorVersion == 3 && (OSMinorVersion > 
2 || (OSMinorVersion == 2 && OSTeenyVersion > 4))) || (OSMajorVersion == 4 && 
(OSMinorVersion > 1 || (OSMinorVersion == 1 && OSTeenyVersion > 1))) || 
(OSMajorVersion >= 5))
  #define HasPosixThreads		 		 YES
  #endif
  #if HasPosixThreads
***************
*** 4651 ****
--- 4671 ----
  #endif
  #endif
  #endif /* OS > 3.2 */
+ 
+ #define NeedConstPrototypes      YES
+ #define NeedFunctionPrototypes   YES
+ #define NeedNestedPrototypes     YES
+ #define NeedVarargsPrototypes    YES
+ 
+ #ifndef XVirtualFramebufferServer
+ #define XVirtualFramebufferServer		 YES
+ #endif
+ 
+ #if !defined(TermcapLibrary)
+ #define TermcapLibrary		 		 -lcurses
+ #endif
+ 
+ #if !defined(HasPam) && ((OSMajorVersion == 5) && (OSMinorVersion >= 2) || 
OSMajorVersion > 5)
+ #define HasPam		 		 		  YES
+ #ifndef PamLibraries
+ #define PamLibraries         -lpam
+ #endif
+ #endif
  
  /*
   * For IBM platforms we must define both the location of the compiler








*** ibmLib.tmpl.orig		 Sun Aug 29 22:37:51 2004
--- ibmLib.tmpl		 Thu Aug 26 22:53:18 2004
***************
*** 15 ****
  XCOMM $Xorg: ibmLib.tmplv 1.3 2000/08/17 19:41:47 cpqbld Exp $
! XCOMM $XdotOrg: xc/config/cf/ibmLib.tmplv 1.3 2004/08/16 16:36:13 krh Exp $
  
  /*
   * AIX shared library template
--- 15 ----
  XCOMM $Xorg: ibmLib.tmplv 1.3 2000/08/17 19:41:47 cpqbld Exp $
! XCOMM $XdotOrg: xc/config/cf/ibmLib.tmplv 1.2 2004/04/23 18:41:58 eich Exp $
  
  /*
   * AIX shared library template
***************
*** 3542 ****
  #define SharedXmuuReqs		 $(XLIBONLY)
  #define SharedOldXReqs		 $(XLIBONLY)
  #define SharedXtReqs		 $(XLIBONLY) $(SMLIB) $(ICELIB) 
SharedThreadReqs
! #define SharedXawReqs		 $(XMULIB) $(XTOOLLIB) $(XLIB) $(XPMLIB)
! #define SharedXaw6Reqs		 $(XMULIB) $(XTOOLLIB) $(XLIB)
  #define SharedXiReqs		 $(XLIB)
  #define SharedXtstReqs		 $(XLIB)
  #define SharedPexReqs		 $(XONLYLIB)
--- 3542 ----
  #define SharedXmuuReqs		 $(XLIBONLY)
  #define SharedOldXReqs		 $(XLIBONLY)
  #define SharedXtReqs		 $(XLIBONLY) $(SMLIB) $(ICELIB) 
SharedThreadReqs
! #define SharedXawReqs		 $(XMULIB) $(XTOOLLIB) $(XPLIB) $(XLIB) 
$(XPMLIB)
! #define SharedXaw6Reqs		 $(XMULIB) $(XTOOLLIB) $(XPLIB) $(XLIB)
  #define SharedXiReqs		 $(XLIB)
  #define SharedXtstReqs		 $(XLIB)
  #define SharedPexReqs		 $(XONLYLIB)
***************
*** 5459 ****
--- 5463 ----
  #define SharedFontencReqs		 $(BUILDLIBDIR)/libz.a
  #define SharedXfontcacheReqs		 $(XLIB)
  #define SharedXfontReqs		 stubs/libfntstubs.a $(FREETYPE2LIB)
+ #define SharedXfixesReqs        $(XONLYLIB)
+ #define SharedXdamageReqs       $(XONLYLIB)
+ #define SharedXcompositeReqs    $(XONLYLIB)
+ #define SharedXevieReqs         $(XONLYLIB) $(EXTENSIONLIB)
  
  #define SharedXReqs		 $(XTOOLLIB) $(XPLIB) $(XLIB) SharedThreadReqs
  #define SharedXmReqs		 $(LDPRELIBS) SharedXReqs",kem,mcnichol,fixed,1,resolved,4,2011-10-15,0,5,2004-08-30,1,blocker,6
XORG-24034,2009-09-19,Driver/Radeon,XORG,Cursor broken in many games under KMS,"UT2004 demo windowed mode:
cursor is working okay while in menu and during the game until the menu is invoked - after resuming the game the mouse movements seems to cause some random cursor movement events.

UT2004 demo fullscreen mode:
no cursor available.

Painkiller:Overdose under wine:
cursor available while in menu unavailable during gameplay.

Penumbra Overture windowed mode:
cursor available while in menu unavailable during gameplay.

Penumbra Overture fullscreen mode:
no cursor available.

Cursor in all these games is working fine when system is run without KMS.

GPU RV535
ATI ddx driver version: 52279251fae9df99c569c16e2522bbd346d8ec38 (origin/master)
Xserver version: c73cd3b265c301b8a54ffe484d6c696f2abefb46 (origin/master)
Radeon drm module: d42571efe33552cd519b7f3800a788b5f2d51798 (airlied/drm-next)",xorg-driver-ati,m.cencora,fixed,1,resolved,4,2009-09-19,0,6,2009-09-19,0,major,4
